"Filename, Top_left_lat,Top_left_lon,Bottom_right_lat,Bottom_right_long"
sat_map_00.png,43.507776,-80.57673,43.50608,-80.57311
sat_map_01.png,43.507776,-80.57311,43.50608,-80.56949
sat_map_02.png,43.50608,-80.57673,43.504384,-80.57311
sat_map_03.png,43.50608,-80.57311,43.504384,-80.56949
sat_map_04.png,43.504384,-80.57673,43.502688,-80.57311
sat_map_05.png,43.504384,-80.57311,43.502688,-80.56949
sat_map_06.png,43.502688,-80.57673,43.500992,-80.57311
sat_map_07.png,43.502688,-80.57311,43.500992,-80.56949
